,X,Y,Z,U,V,W
8 days 20:33:20,-3574.931025671425,-3534.236155219777,4752.739275434452,6.50083290434787,-2.417492205929219,3.091254281388737
8 days 20:35:00,-2904.69526652165,-3754.2910529133333,5032.641651518592,6.890453949657653,-1.979235486144827,2.5012371009462124
8 days 20:36:40,-2199.6038883829406,-3929.296339749296,5251.988515367286,7.197258609437179,-1.5174015421161495,1.8813554353776911
8 days 20:38:20,-1468.1280578412484,-4057.169457487799,5408.163898372284,7.417636554670212,-1.0375350881326468,1.2390706972400267
8 days 20:40:00,-719.047275271229,-4136.393206608404,5499.311522525814,7.549012885288397,-0.5453827609140948,0.5820946608910822
8 days 20:41:40,38.653090277859725,-4166.032256384688,5524.354931849388,7.589871790787298,-0.046827605200620084,-0.08169861989440808
8 days 20:43:20,795.8908752589692,-4145.743583954754,5483.009374698751,7.539770250463059,0.45218007750264433,-0.7443655542362023
8 days 20:45:00,1543.5921663233075,-4075.779800210158,5375.784252758417,7.399340393312208,0.9456888415779623,-1.3979815053660982
8 days 20:46:40,2272.8006179501053,-3956.985802097826,5203.976563897106,7.170281313157916,1.4278149936237454,-2.034732781343187
8 days 20:48:20,2974.782351751385,-3790.788644967373,4969.655362407138,6.855340226722078,1.8928089150644183,-2.6470049912163605
8 days 20:50:00,3641.1285855475962,-3579.181115596306,4675.6378353007585,6.458283548894641,2.3351205454497044,-3.2274700768035314
8 days 20:51:40,4263.857531257731,-3324.6979652946593,4325.455582581744,5.983855538644261,2.7494653108621208,-3.7691736741813733
8 days 20:53:20,4835.507633065227,-3030.3869594415405,3923.3141211372863,5.437728049523938,3.1308853933883323,-4.265616076885616
8 days 20:55:00,5349.229212909711,-2699.7722941518687,3474.042224739345,4.826436224374153,3.474811071731682,-4.710832980628596
8 days 20:56:40,5798.865455944786,-2336.813931112074,2983.0359985997334,4.157306209797999,3.7771160182194703,-5.099467987725577
8 days 20:58:20,6179.0289075950795,-1945.8594953807394,2456.193117310638,3.4383682083508798,4.034170480356505,-5.426841954030482
8 days 21:00:00,6485.165863299213,-1531.5934435560246,1899.8436366632209,2.6782632586198822,4.242886971452733,-5.689012189174026
8 days 21:01:40,6713.613390119405,-1098.97946906827,1320.6719371374813,1.8861361742536962,4.400761329330038,-5.882825154691174
8 days 21:03:20,6861.643258087876,-653.2018181093224,725.6374574633904,1.071525138018178,4.5059049329434755,-6.005957268399509
8 days 21:05:00,6927.495959083905,-199.6010135835902,121.88818335708564,0.24423994444088246,4.557069928382955,-6.0569461125188395
8 days 21:06:40,6910.401360796384,256.38964888836205,-483.3245785911138,-0.5857590373099308,4.553664826474044,-6.035208782484234
8 days 21:08:20,6810.5875511666845,709.3116141804203,-1082.7365153739722,-1.408489378072078,4.49576141744898,-5.941048465456764
8 days 21:10:00,6629.276926426091,1153.745881163892,-1669.1567740813173,-2.2140697457228833,4.384092216498577,-5.7756484678214735
8 days 21:11:40,6368.669426586778,1584.3800022842452,-2235.5570594183073,-2.9928460024356327,4.220038535184862,-5.54105364649093
8 days 21:13:20,6031.914533893551,1996.0705966471482,-2775.154527258894,-3.73550759798317,4.005610316198876,-5.2401410212847015
8 days 21:15:00,5623.070271307371,2383.9061944581067,-3281.4948273557698,-4.433202597727293,3.743416940111359,-4.876578342744363
8 days 21:16:40,5147.053247901259,2743.264149096929,-3748.5270539198095,-5.077639799711203,3.436631911219785,-4.454774727465931
8 days 21:18:20,4609.576328046382,3069.866178465496,-4170.676580647443,-5.661186155233025,3.0889496319336955,-3.9798208095947403
8 days 21:20:00,4017.0801106862637,3359.827003143131,-4542.908556520269,-6.176949735525997,2.7045386099789526,-3.457424399320712
8 days 21:21:40,3376.653194080043,3609.700173769688,-4860.787381560011,-6.618855973957867,2.2879881856859554,-2.8938376162944603
8 days 21:23:20,2695.9491519964963,3816.5165325326434,-5120.526277629646,-6.981709592974095,1.8442541448281018,-2.295782805149037
8 days 21:25:00,1983.093745647125,3977.8187013033025,-5319.031314087064,-7.2612489043639545,1.3785991399353006,-1.67037167538586
8 days 21:26:40,1246.5915912148735,4091.688182644923,-5453.935552322317,-7.454187138397391,0.8965339123235974,-1.0250257599335402
8 days 21:28:20,495.224628784388,4156.76754235239,-5523.626417777316,-7.558245796425283,0.40375418836558824,-0.3673912743870166
8 days 21:30:00,-262.04753459773565,4172.275495437716,-5527.263628014326,-7.572176815511361,-0.09392042703779634,0.2947431359842115
8 days 21:31:40,-1016.1935397310764,4138.016281790256,-5464.7893374099685,-7.495776307001302,-0.5906112361880372,0.9535333640774312
8 days 21:33:20,-1758.2140446771232,4054.3822698424633,-5336.929275048907,-7.3298882942059995,-1.080443827631921,1.601164718812682
8 days 21:35:00,-2479.245447707482,3922.3504999479837,-5145.185775097573,-7.076399671899559,-1.5576118552541902,2.229937136835442
8 days 21:36:40,-3170.6655431522668,3743.4723052394697,-4891.821508606255,-6.738224526771112,-2.016442958615618,2.832352994923952
8 days 21:38:20,-3824.1927874036346,3519.857185964884,-4579.835667410518,-6.3192796503042645,-2.451461682722574,3.401200719779264
8 days 21:40:00,-4431.98701836949,3254.1492695048564,-4212.930207355047,-5.824447442005059,-2.857454852362865,3.9296413543944584
8 days 21:41:40,-4986.741715903775,2949.498718751703,-3795.469516753274,-5.259529961207934,-3.229532960737089,4.4112895936465994
8 days 21:43:20,-5481.774982379875,2609.5253880098835,-3332.429761547562,-4.631188326835017,-3.563192350013732,4.840295498838743
8 days 21:45:00,-5911.110308648341,2238.2783483109865,-2829.342928192975,-3.9468735157745463,-3.8543720747930745,5.211418897689218
8 days 21:46:40,-6269.552996738383,1840.1877335809725,-2292.230721986948,-3.2147414000205248,-4.099509119417345,5.5201011753617335
8 days 21:48:20,-6552.754752963742,1420.0136881285825,-1727.5348516418649,-2.443560454732921,-4.295586557647826,5.76252744960503
8 days 21:50:00,-6757.2708099633965,982.7882475613354,-1142.0380716557027,-1.6426042687564164,-4.440177182501251,5.935682299846741
8 days 21:51:40,-6880.604003719269,533.7559084208901,-542.7837655540352,-0.8215394939088888,-4.5314783489876245,6.037393635583996
8 days 21:53:20,-6921.238561147565,78.30831972946268,63.01205105282982,0.00969886354802144,-4.568339519717349,6.066366489762065
8 days 21:55:00,-6878.660330382007,-378.0804495640414,668.0476509422936,0.8410324975187116,-4.550279857842533,6.0222034977407395
8 days 21:56:40,-6753.364588751805,-829.922840230545,1265.0277968028552,1.6623732856217128,-4.477496470643791,5.905412668934057
8 days 21:58:20,-6546.8507212855475,-1271.784131903878,1846.7521724548537,2.4637520635897494,-4.350862567946238,5.717401788810395
8 days 22:00:00,-6261.6032944248755,-1698.3509850553173,2406.2064163165037,3.2354507105848866,-4.17191535008065,5.460459010341354
8 days 22:01:40,-5901.061443353757,-2104.495452639504,2936.6468413329426,3.968124604246024,-3.942834903846751,5.137721650603205
8 days 22:03:20,-5469.574499555406,-2485.3391587139963,3431.685019746619,4.652923410224572,-3.666413119823812,4.753131687077091
8 days 22:05:00,-4972.348263126776,-2836.3113471108663,3885.363970073702,5.281598447409483,-3.3460157663110377,4.311382414923524
8 days 22:06:40,-4415.378267022915,-3153.205211713043,4292.231705110367,5.846604439265226,-2.9855358184993435,3.817853548484344
8 days 22:08:20,-3805.3766074982595,-3432.2269960795898,4647.404975423621,6.341185823833175,-2.5893426751598354,3.278541177447965
8 days 22:10:00,-3149.6871666045886,-3670.0417911327004,4946.62828844281,6.759454960659812,-2.162224307239977,2.6999784726654212
8 days 22:11:40,-2456.1975371185404,-3863.811557744427,5186.322464854143,7.096454740381388,-1.7093280129209822,2.0891548849239867
8 days 22:13:20,-1733.2410984970702,-4011.228600641677,5363.6268470240675,7.348211921617388,-1.2360957089730604,1.4534282753956411
8 days 22:15:00,-989.4988102716933,-4110.541223318194,5476.4310556325045,7.511776104156701,-0.7482000463485052,0.8004384783543478
8 days 22:16:40,-233.89336565844908,-4160.573861785551,5523.399157423316,7.585248985279171,-0.2514764723510364,0.13801570175041797
8 days 22:18:20,524.516078077712,-4160.73978853283,5503.983918157871,7.567801154148631,0.24814358309845796,-0.525909270616619
8 days 22:20:00,1276.640262748285,-4111.047418607103,5418.432469488919,7.4596786611068975,0.7446997661738334,-1.1833949451054866
8 days 22:21:40,2013.4693632730061,-4012.0997115425002,5267.782662817701,7.262198598178455,1.2322718311126741,-1.826581323705709
8 days 22:23:20,2726.177035062054,-3865.0870359132073,5053.850822076149,6.977734562723015,1.7050453022444396,-2.4477773592888767
8 days 22:25:00,3406.2272045432774,-3671.772867995898,4779.209846817536,6.609690466151653,2.157379546666574,-3.039551299722753
8 days 22:26:40,4045.4731349039866,-3434.473678975454,4447.1597382192695,6.162465025091112,2.583871615263607,-3.594815141430343
8 days 22:28:20,4636.256754057688,-3156.0312780060067,4061.688038852232,5.641403090034671,2.9794213433804777,-4.106910384295757
8 days 22:30:00,5171.498457503656,-2839.7802764685366,3627.423986204737,5.0527383275004185,3.3392912816608207,-4.569686648241679
8 days 22:31:40,5644.784403186933,-2489.5079231494433,3149.582546208214,4.40352151461416,3.6591660998859195,-4.977579163157651
8 days 22:33:20,6050.442643275112,-2109.4102195389105,2633.903753915878,3.7015412712876863,3.9352055165180477,-5.325677396688345
8 days 22:35:00,6383.6138239249885,-1704.040739142976,2086.582466822162,2.955230208678317,4.164094360364437,-5.609789419310317
8 days 22:36:40,6640.309395277473,-1278.2571705391285,1514.195394332001,2.1735656018984733,4.343084682692548,-5.82649548796912
8 days 22:38:20,6817.46158032812,-837.1613934640721,923.6197329514864,1.3659568450228072,4.4700324711534645,-5.973194026963811
8 days 22:40:00,6912.960073613565,-386.0390013181267,321.95140459455496,0.5421307677625474,4.54342518295034,-6.048135274007188
8 days 22:41:40,6925.678133196938,69.70633218084465,-283.5832771663283,-0.28799326618518917,4.5624016772013505,-6.050444470537939
8 days 22:43:20,6855.485400464863,524.6171352895336,-885.713791748933,-1.1144260612324184,4.526762442095573,-5.9801321374415215
8 days 22:45:00,6703.248478095607,973.2498993130906,-1477.21588124796,-1.927237325673309,4.4369708187070405,-5.838092143147548
8 days 22:46:40,6470.819145306326,1410.2395792969855,-2050.997345824413,-2.7166775628148483,4.2941450159068,-5.6260876468515875
8 days 22:48:20,6161.009582964638,1830.3657203470686,-2600.1856279242065,-3.4733014391012844,4.100040766927398,-5.346724488142992
8 days 22:50:00,5777.557027302225,2228.613621514641,-3118.2084967784504,-4.188080250776862,3.857026320844402,-5.003414620711534
8 days 22:51:40,5325.07555597191,2600.235303542141,-3598.87408969413,-4.852511819047219,3.568048701522063,-4.6003279399699
8 days 22:53:20,4808.999777165594,2940.804204219153,-4036.442366999571,-5.458716787028402,3.2365946084380703,-4.142337304831535
8 days 22:55:00,4235.516475530137,3246.2680515338666,-4425.693770024187,-5.999529432857687,2.8666438470946525,-3.634953721073219
8 days 22:56:40,3611.491004239501,3512.9946507860036,-4761.988276592733,-6.468573916749571,2.4626199752464983,-3.084258181479963
8 days 22:58:20,2944.3829109378535,3737.8144985774634,-5041.319886080327,-6.860333429939116,2.0293348994983265,-2.4968256162760802
8 days 23:00:00,2242.159184775554,3918.0559926869055,-5260.361149696007,-7.170205381666409,1.5719330019089504,-1.8796485780213028
8 days 23:01:40,1513.1985313617517,4051.576336586175,-5416.501667816297,-7.394548769514135,1.0958305731247857,-1.2400548780400769
8 days 23:03:20,766.1941303008447,4136.78538986663,-5507.877115981561,-7.530719597772292,0.6066552956063045,-0.5856256097035417
8 days 23:05:00,10.053473539261548,4172.663691294809,-5533.390387930919,-7.5770971335624395,0.11018466603549068,0.07588799062540132
8 days 23:06:40,-746.2070067497222,4158.77442300558,-5492.724480130707,-7.533100980091899,-0.38771848030118766,0.736651280312231
8 days 23:08:20,-1493.5639905148296,4095.268723658678,-5386.34658058828,-7.3991983715333935,-0.8811681482043408,1.3888296130504703
8 days 23:10:00,-2223.0944311838357,3982.8846679542453,-5215.5035365214735,-7.176902104186727,-1.3643210397551653,2.024676358552708
8 days 23:11:40,-2926.0772392524314,3822.940049403615,-4982.2091935588705,-6.8687594342296325,-1.8314395543023843,2.6366168524096896
8 days 23:13:20,-3594.0980359524074,3617.318138328234,-4689.222254679486,-6.478329829162387,-2.276957963584343,3.217336227577304
8 days 23:15:00,-4219.146652175445,3368.4478609237676,-4340.0168849037145,-6.010153882422022,-2.695545226087353,3.7598624975662394
8 days 23:16:40,-4793.715252345871,3079.2764183472113,-3938.7431981284894,-5.469708897039619,-3.0821698630512353,4.257651958361147
8 days 23:18:20,-5310.887432887073,2753.237086706878,-3490.1815563073865,-4.863355610162166,-3.4321605108601014,4.70466854294891
8 days 23:20:00,-5764.425083360999,2394.2092239576455,-2999.6865327658143,-4.198269748475649,-3.741266605604564,5.095462853569678
8 days 23:21:40,-6148.844486401679,2006.47446392361,-2473.1260871750032,-3.4823652315235094,-4.0057132419732095,5.42524314586338
8 days 23:23:20,-6459.487057388174,1594.6653438657452,-1916.810812276026,-2.72420157600209,-4.222253528943179,5.689942448575939
8 days 23:25:00,-6692.577801351925,1163.7114613707415,-1337.4202369886443,-1.93288468048933,-4.388213316376857,5.886275275172032
8 days 23:26:40,-6845.275336867312,718.7788556176906,-741.9203613572648,-1.1179530147380963,-4.501530498122164,6.011786611206217
8 days 23:28:20,-6915.7086151937765,265.2086120327232,-137.4805466175904,-0.2892604672495896,-4.560785065847694,6.064888431573101
8 days 23:30:00,-6903.002571555361,-191.54995389596786,468.61646641714566,0.5431522502572586,-4.565221132713926,6.044885116981164
8 days 23:31:40,-6807.290243600963,-646.0049347999717,1069.0625648004093,1.3691849568800014,-4.514758821863168,5.9519853609310935
8 days 23:33:20,-6629.7119762526545,-1092.6910924916701,1656.6166827545817,2.1788121744034328,-4.409996394704196,5.787300815135201
8 days 23:35:00,-6372.401851990704,-1526.235916582847,2224.192566992368,2.9622109284657325,-4.252202490654462,5.5528317127689135
8 days 23:36:40,-6038.46035977231,-1941.4272779485214,2764.94821909814,3.7098901839008427,-4.043298073509851,5.251438681487107
8 days 23:38:20,-5631.916043751004,-2333.2760269569967,3272.368262596437,4.412809257101678,-3.785829947690676,4.8868036215944795
8 days 23:40:00,-5157.673550499491,-2697.0781716228385,3740.3452990880137,5.062493145113903,-3.482934608561414,4.463377758720646
8 days 23:41:40,-4621.453216348564,-3028.4705405504724,4163.25231359015,5.651133572387495,-3.138296052216401,3.986322049263873
8 days 23:43:20,-4029.7180452665484,-3323.4842254472123,4536.011691102053,6.171683466195785,-2.756095344313914,3.4614367743050165
8 days 23:45:00,-3389.59525759271,-3578.590577547451,4854.154125999095,6.617935761105333,-2.340956933535576,2.89508724831999
8 days 23:46:40,-2708.7870533864107,-3790.7434293877045,5113.872121214925,6.984593486407689,-1.8978886008712634,2.2941212963511686
8 days 23:48:20,-1995.4773867643682,-3957.4139461715627,5312.063514709932,7.267325337673755,-1.4322196511423697,1.6657848202063679
8 days 23:50:00,-1258.2340086033053,-4076.619442908084,5446.366780997871,7.46280978559142,-0.9495369914474178,1.0176348940497044
8 days 23:51:40,-505.9037061057448,-4146.946210847648,5515.188095488423,7.568768383268547,-0.4556177007457244,0.3574485215459541
8 days 23:53:20,252.49075649794554,-4167.56487966462,5517.718480389434,7.58398641614867,0.04363650016434796,-0.3068656835793072
8 days 23:55:00,1007.8600327616209,-4138.239651865733,5453.942545080099,7.5083235435578075,0.5422683990392652,-0.9673603119270627
8 days 23:56:40,1751.1532536723498,-4059.330482416334,5324.637938558312,7.342713331591838,1.0343313877162101,-1.6161375490086802
8 days 23:58:20,2473.467355998854,-3931.788471000756,5131.365587286647,7.089151983140724,1.5139585321427191,-2.245441161388496
9 days 00:00:00,3166.1499911666106,-3757.144878228164,4876.451616127793,6.7506771948728215,1.9754279191344335,-2.8477431964865674
9 days 00:01:40,3820.904418479047,-3537.4928341205464,4562.959438383711,6.331334876959946,2.4132301540369943,-3.415833123439979
9 days 00:03:20,4429.886084841485,-3275.463483075193,4194.654672875804,5.836136750752025,2.8221314000096607,-3.9429007188654226
9 days 00:05:00,4985.798606720806,-2974.19451347511,3775.9599094389964,5.271004307302834,3.197237222091701,-4.422619535488244
9 days 00:06:40,5481.979678407674,-2637.294114814897,3311.9036827355635,4.642704373292666,3.534050904154739,-4.84922270060336
9 days 00:08:20,5912.483537809982,-2268.7973471352116,2808.0594342955906,3.9587700683168783,3.828530578597175,-5.217576596607795
9 days 00:10:00,6272.15179586341,-1873.1191800846293,2270.480397567476,3.2274147288156634,4.077139424691872,-5.523245032935861
9 days 00:11:40,6556.677900534902,-1455.0004236751417,1705.6252202762855,2.4574314982571672,4.276892222025256,-5.76254802524876
9 days 00:13:20,6762.658784593949,-1019.4518647899749,1120.2816067985318,1.6580883784817169,4.42539351340033,-5.932609198992511
9 days 00:15:00,6887.637445661465,-571.6922787973419,521.4821123345839,0.8390108668869518,4.520869632736516,-6.031394544729527
9 days 00:16:40,6930.132158362523,-117.08644328207588,-83.579620953676,0.010063775501637725,4.562191280805842,-6.057738508766351
9 days 00:18:20,6889.654463550727,338.9215329846396,-687.6384738551515,-0.8187759046136631,4.548887969038245,-6.011358894816814
9 days 00:20:00,6766.714075541499,790.8729484307036,-1283.4444486345503,-1.637542423433316,4.4811527827190885,-5.8928589531259865
9 days 00:21:40,6562.811210310741,1233.3621794401633,-1863.8527254401517,-2.4364092420342827,4.359837925378495,-5.7037169862444035
9 days 00:23:20,6280.417039291276,1661.100548642295,-2421.908251749156,-3.205808734137468,4.18644141968777,-5.44626441484498
9 days 00:25:00,5922.941108431699,2068.981263166768,-2950.9312860412124,-3.9365519597732943,3.9630845633372553,-5.123651481156765
9 days 00:26:40,5494.688924456306,2452.1389516342965,-3444.595407209192,-4.619936489249535,3.6924823673857587,-4.73980397246856
9 days 00:28:20,5000.806879662156,2806.008498368271,-3897.004120491877,-5.247850577482269,3.37790561824606,-4.299368870860365
9 days 00:30:00,4447.219974325957,3126.3773124692666,-4302.758459232176,-5.81286324305183,3.023138368635737,-3.807654359570718
9 days 00:31:40,3840.558128568956,3409.4352452032535,-4657.021020382759,-6.308308036936611,2.632428572803903,-3.270560880523829
9 days 00:33:20,3188.0766551212782,3651.8179203991804,-4955.570999294554,-6.728353412323664,2.2104357071599643,-2.694508607516685
9 days 00:35:00,2497.5705255359276,3850.6448950597824,-5194.852087263073,-7.068062842234941,1.762175379184267,-2.0863612368752507
9 days 00:36:40,1777.2803580607983,4003.552957383828,-5372.0135605501255,-7.323445842854902,1.2929596565995485,-1.453344376838481
9 days 00:38:20,1035.7980098169342,4108.722206874131,-5484.941712371498,-7.491496551952033,0.8083381857530478,-0.8029654040450748
9 days 00:40:00,281.9641909123289,4164.897154199412,-5532.28432580402,-7.5702243216770775,0.31403500294793135,-0.14292786034446867
9 days 00:41:40,-475.2317451696891,4171.400772198338,-5513.465805022097,-7.558673393944061,-0.18411263329846425,0.5189510839923154
9 days 00:43:20,-1226.7583410408026,4128.142748523383,-5428.694318584448,-7.456934003094238,-0.6802193257952933,1.1748280711930836
9 days 00:45:00,-1963.644362247871,4035.6211549214067,-5278.960293430914,-7.26614393079333,-1.1684140546897677,1.816917239904689
9 days 00:46:40,-2677.0856236477894,3894.917564620221,-5066.025985343865,-6.988480197372146,-1.6429063001413002,2.4375783428482207
9 days 00:48:20,-3358.5457697566058,3707.6861380006467,-4792.407199926452,-6.62714183384488,-2.0980492201048655,3.029400615657548
9 days 00:50:00,-3999.8593933615443,3476.1354930031025,-4461.3452868901,-6.186320806365648,-2.52840577650093,3.585290117217536
9 days 00:51:40,-4593.327336032461,3203.0051899309587,-4076.772209572416,-5.671164068903394,-2.92881128664858,4.098551969619604
9 days 00:53:20,-5131.811738155743,2891.534535149173,-3643.2653661797867,-5.087721595984594,-3.294437556666698,4.562974154485092
9 days 00:55:00,-5608.821496890098,2545.426819901835,-3165.9966479684235,-4.442885603830306,-3.6208522898256974,4.972904662945869
9 days 00:56:40,-6018.594498686916,2168.805766923728,-2650.67121961474,-3.7443142144741657,-3.9040778900767688,5.323327217383082
9 days 00:58:20,-6356.1685631476585,1766.168514463599,-2103.4620759744166,-3.0003471515222855,-4.140643891779271,5.6099281682579925
9 days 01:00:00,-6617.4460126115555,1342.3311998199872,-1530.9349723633252,-2.219905799001432,-4.327635994643421,5.829158233059552
9 days 01:01:40,-6799.24555649726,902.3725360634397,-939.9711335161994,-1.4123875218980673,-4.462736909271109,5.9782830673297225
9 days 01:03:20,-6899.344826091793,451.57095836799544,-337.6817523156196,-0.5875462071397615,-4.544260912992838,6.055424887358771
9 days 01:05:00,-6916.509428384726,-4.65844373485575,268.67730498867553,0.24462917129655967,-4.5711787637867,6.059591129344123
9 days 01:06:40,-6850.510237544002,-460.83191493670085,871.7968924569034,1.0740460540996792,-4.5431339371316986,5.990691120490585
9 days 01:08:20,-6702.127283276742,-911.4632333596574,1464.4030987126193,1.890636906678871,-4.460448657373628,5.849539219896751
9 days 01:10:00,-6473.140341028872,-1351.1329368368688,2039.349272470582,2.684492975719848,-4.3241198774744944,5.637844327867161
9 days 01:11:40,-6166.307209253374,-1774.553759657243,2589.702539336807,3.4459900643555073,-4.135805688248648,5.3581869036566445
9 days 01:13:20,-5785.328176226913,-2176.637048847,3108.8310758674947,4.165914318216631,-3.89780152648059,5.013982348485213
9 days 01:15:00,-5334.80021890167,-2552.5536372844676,3590.483608341787,4.83557574829431,-3.6130086073863423,4.609434451020343
9 days 01:16:40,-4820.15806542838,-2897.793599960012,4028.8668933057397,5.446917157257909,-3.284893220520014,4.149476794706445
9 days 01:18:20,-4247.606427545364,-3208.219953041065,4418.71477760058,5.992609529858702,-2.9174399835938707,3.639706590629653
9 days 01:20:00,-3624.0436258522213,-3480.1175791133937,4755.350542558514,6.466136384670222,-2.515099650905469,3.0863116407625397
9 days 01:21:40,-2956.9748550026256,-3710.237792698958,5034.743005824926,6.861868132535284,-2.082730686009634,2.495989348028485
9 days 01:23:20,-2254.4224282636997,-3895.835276429362,5253.552320182332,7.175121257641563,-1.6255395936529942,1.8758646261139187
9 days 01:25:00,-1524.8264394698408,-4034.7003862683564,5409.169189583803,7.402208172865092,-1.149015926091768,1.2334010602014613
9 days 01:26:40,-776.9455423952902,-4125.183668649541,5499.743688314344,7.5404729890919455,-0.6588682717514323,0.5763139012879571
9 days 01:28:20,-19.750055509049734,-4166.214803656232,5524.206315498084,7.588317565222915,-0.1609560470528535,-0.0875221532888769
9 days 01:30:00,737.6821842181488,-4157.314109843057,5482.279220129214,7.545215311916187,0.33877632245299644,-0.7501615292602706
9 days 01:31:40,1486.2756610287058,-4098.597715223419,5374.478729455379,7.411714799814777,0.8343686728458914,-1.4036805334193072
9 days 01:33:20,2217.061994568181,-3990.7758591332104,5202.108895055279,7.189432719897704,1.319911132822256,-2.0402653791711467
9 days 01:35:00,2921.2883235638874,-3835.1442326689,4967.245592519257,6.881035657644156,1.7896129510846093,-2.65230347538962
9 days 01:36:40,3590.5186508703523,-3633.5691619120544,4672.712665587763,6.490212261731333,2.2378674287300053,-3.232469138585043
9 days 01:38:20,4216.736380629888,-3388.4653567833957,4322.048090838116,6.021632768270859,2.6593186870754315,-3.7738112161699866
9 days 01:40:00,4792.437963897846,-3102.7683580344733,3919.463400133359,5.480899592018017,3.0489237081737066,-4.269834036391605
9 days 01:41:40,5310.72505593341,-2779.8993261046217,3469.792938048981,4.874483856187826,3.4020146544871577,-4.714578124116145
9 days 01:43:20,5765.386068377468,-2423.7255867347435,2978.4378603387463,4.209653851897839,3.7143552606124453,-5.102692663477132
9 days 01:45:00,6150.973333644851,-2038.513671671337,2451.3002982222997,3.4943888031355397,3.9821953243155224,-5.429504783703793
9 days 01:46:40,6462.868197358171,-1628.879447616308,1894.7141057370422,2.737286254088871,4.2023177949676835,-5.691078684622811
9 days 01:48:20,6697.338833862476,-1199.7313723785635,1315.3667451713118,1.9474555537293121,4.372081431746005,-5.884268240405796
9 days 01:50:00,6851.5849843070255,-756.2124659922816,720.2199742982231,1.134407876724317,4.48945466433661,-6.00675769871166
9 days 01:51:40,6923.7728583043245,-303.63654284808865,116.42329878300627,0.30793480367107456,4.553042628648422,-6.057092767719816
9 days 01:53:20,6913.0566589449845,152.57498295489341,-488.77127692041773,-0.5220125036628537,4.562104559879607,-6.034698839333959
9 days 01:55:00,6819.588354291995,606.9604762795531,-1088.099574531344,-1.3454517143493154,4.516562613168752,-5.939887433393792
9 days 01:56:40,6644.51465587462,1054.082949277815,-1674.3717055827324,-2.1524925042712137,4.417001134750076,-5.7738500948188305
9 days 01:58:20,6389.961177523632,1488.5973062546207,-2240.561152660661,-2.933462791933372,4.264656605132678,-5.538639694471288
9 days 02:00:00,6059.0052975993485,1905.3132690039697,-2779.887634978069,-3.679025376853473,4.061399203554653,-5.237140923311752
9 days 02:01:40,5655.63620639198,2299.2586736575886,-3285.899914429445,-4.380293059092456,3.809705439763511,-4.873028908031238
9 days 02:03:20,5184.70486453311,2665.737888470801,-3752.5516771981115,-5.028932562401158,3.5126238133585823,-4.450718961064132
9 days 02:05:00,4651.864440743299,3000.386619384241,-4174.272188447337,-5.61725956476045,3.1737343014103847,-3.975308437925306
9 days 02:06:40,4063.499587026943,3299.2237374989654,-4546.032483757583,-6.13832611103656,2.797100990596466,-3.4525097436586782
9 days 02:08:20,3426.6507634567747,3558.696154460363,-4863.402076331251,-6.585993795964124,2.3872221283100985,-2.888580457392136
9 days 02:10:00,2748.9280075990537,3775.7204327165987,-5122.600830686937,-6.954999747808288,1.948974275238973,-2.29024587561738
9 days 02:11:40,2038.4227199012419,3947.7170017399026,-5320.54088020214,-7.241008873367926,1.4875561837154565,-1.6646217373532117
9 days 02:13:20,1303.61039945121,4072.640043781058,-5454.862351400947,-7.440658352433701,1.0084278620032439,-1.0191308506180428
9 days 02:15:00,553.2539883811869,4149.000099654343,-5523.959389496731,-7.551590038634266,0.5172509452695817,-0.36142195071653
9 days 02:16:40,-203.7002487702157,4175.881450335468,-5526.998867993044,-7.5724747593656,0.01982488151795502,0.30071667276955516
9 days 02:18:20,-958.2239914573759,4152.952578398639,-5463.929973269166,-7.5030262180470215,-0.477974686786103,0.9594401927179989
9 days 02:20:00,-1701.3139053463537,4080.4706024282304,-5335.485478530573,-7.34400600158448,-0.9702614110590324,1.6069350261774216
9 days 02:21:40,-2424.0938763517634,3959.2792798829823,-5143.174626455684,-7.097219323538823,-1.451201082455327,2.2355027019665776
9 days 02:23:20,-3117.921099560642,3790.8002424099905,-4889.266799676659,-6.765500320396143,-1.9150779787414671,2.8376479227971694
9 days 02:25:00,-3774.4855581928805,3577.0183683850337,-4576.7676339426625,-6.352688472187367,-2.356358148270641,3.406162157598153
9 days 02:26:40,-4385.911061807049,3320.4597632154614,-4209.38518902291,-5.863592446815878,-2.7697553417183136,3.934210185544737
9 days 02:28:20,-4944.847899271735,3024.1645606463057,-3791.4895505926133,-5.3039450343456185,-3.1502930946224663,4.415411106440264
9 days 02:30:00,-5444.564321956828,2691.651951996521,-3328.062108603912,-4.6803434371744705,-3.4933678242074797,4.843920021282988
9 days 02:31:40,-5879.027872453874,2326.880930563027,-2824.6395399784933,-4.00018088019758,-3.794806740032195,5.214502392986809
9 days 02:33:20,-6242.982478458379,1934.2032909796078,-2287.2476486394385,-3.271562433343142,-4.050924345730783,5.522605785916273
9 days 02:35:00,-6532.013759147494,1518.313551226921,-1722.331599615743,-2.503213402559583,-4.25857199319348,5.764421982833919
9 days 02:36:40,-6742.606959797648,1084.1916952393358,-1136.6769154811593,-1.704372457920571,-4.415183134335752,5.936942642054023
9 days 02:38:20,-6872.191860690671,637.04440740929,-537.3290227700932,-0.8846800754930354,-4.518809853271589,6.038003088019069
9 days 02:40:00,-6919.177479072676,182.24027405883018,68.49477460964471,-0.05405421927577164,-4.5681522901860125,6.066316014396635
