,X,Y,Z,U,V,W
1 days 06:26:40,-4825.08459352758,1185.9872757884466,-4828.166899263611,-4.30659321936596,-5.495053080168525,2.960150840831133
1 days 06:28:20,-5226.046930860525,630.4902417468262,-4503.808377823404,-3.704611276832558,-5.603841761154901,3.520599983423564
1 days 06:30:00,-5564.514612494055,67.45452172642638,-4125.444649522351,-3.057934119303957,-5.6456657818004565,4.0391734213119985
1 days 06:31:40,-5836.397487489613,-496.38772512588065,-3697.580822036871,-2.3742321225776952,-5.619939376100882,4.50960340547448
1 days 06:33:20,-6038.39667758324,-1054.2859706709057,-3225.321649461137,-1.6616472515042158,-5.526882700332233,4.926176369100925
1 days 06:35:00,-6168.047001270417,-1599.5515846160781,-2714.3129947564394,-0.9287002917387207,-5.367527276190889,5.283807073569641
1 days 06:36:40,-6223.75027459792,-2125.640352572067,-2170.6740963337224,-0.18418778211733544,-5.1437106945758195,5.578108276173781
1 days 06:38:20,-6204.797275147886,-2626.230661376112,-1600.9263445706501,0.5629229160299304,-4.8580613380649265,5.805450598567785
1 days 06:40:00,-6111.379319412282,-3095.3029727518933,-1011.9130275869666,1.3036080287840242,-4.513970661481642,5.9630154110851095
1 days 06:41:40,-5944.5883552370115,-3527.212751054293,-410.7179546919948,2.028899971636845,-4.115555793261973,6.048835565915609
1 days 06:43:20,-5706.40513195443,-3916.762104905279,195.42319369683705,2.7300056128777306,-3.667609076047986,6.061825664400843
1 days 06:45:00,-5399.676658140496,-4259.263087143341,799.2100642335225,3.3984185436254544,-3.1755395593741427,6.001798931066691
1 days 06:46:40,-5028.081064695911,-4550.597161646306,1393.369747503748,4.02603233349376,-2.6453023479881455,5.869471226954234
1 days 06:48:20,-4596.083377318941,-4787.264989352132,1970.7447592086958,4.605243639718011,-2.0833228113405973,5.666451876610558
1 days 06:50:00,-4108.8789681752605,-4966.430159103886,2524.383257126743,5.129051674918549,-1.4964109282203355,5.3952207946587905
1 days 06:51:40,-3572.3302907964867,-5085.952573684376,3047.6226409740552,5.591144303672559,-0.8916742354718703,5.059094240839675
1 days 06:53:20,-2992.8924154094125,-5144.414107282697,3534.172695892097,5.985976778410654,-0.2764240003000968,4.662177600657329
1 days 06:55:00,-2377.5347156380776,-5141.134028388582,3978.190136607641,6.308835470943027,0.34191614647907687,4.209309901348285
1 days 06:56:40,-1733.6530847489278,-5076.175660889334,4374.350270365313,6.555891938169205,0.9559051803747862,3.7059972113779245
1 days 06:58:20,-1068.9813195948689,-4950.343643213553,4717.908773945216,6.724242130447703,1.558173956639008,3.158341495520289
1 days 07:00:00,-391.49507962653206,-4765.17198390406,5004.758593558915,6.811935039701712,2.141515446448893,2.5729606544061707
1 days 07:01:40,290.6821533567115,-4522.904090679782,5231.476413709718,6.817988081966956,2.6989671469501864,1.9569075681427837
1 days 07:03:20,969.3784224473067,-4226.463601844289,5395.362703772588,6.742391977363847,3.223892634723504,1.3175824102815914
1 days 07:05:00,1636.4682168469915,-3879.4188711641737,5494.471430882882,6.586104702596129,3.710054345826538,0.6626467437803417
1 days 07:06:40,2283.9706350506685,-3485.938547603615,5527.632169108477,6.351035276566584,4.151684383972059,-6.760795187118309e-05
1 days 07:08:20,2904.1411767239797,-3050.7425811016615,5494.462430309494,6.040018942734797,4.543546474099015,-0.6626461071941276
1 days 07:10:00,3489.564758372795,-2579.044799475059,5395.371452190073,5.6567822276312185,4.880995111993827,-1.3171832995378256
1 days 07:11:40,4033.2408308696636,-2076.492655396634,5231.55503839634,5.205901194918832,5.160026112402651,-1.9558699863383384
1 days 07:13:20,4528.667660482913,-1549.0991998990444,5004.981086265416,4.692749117673395,5.377323308368383,-2.5710838046223268
1 days 07:15:00,4969.9174803938995,-1003.1739285473408,4718.3671662203005,4.123438544213926,5.530296746636739,-3.1554744044378005
1 days 07:16:40,5351.7084769051835,-445.2469961137417,4375.148366392609,3.5047523232321165,5.617115436979875,-3.7020505733406806
1 days 07:18:20,5669.467463657502,118.0073297285873,3979.437466366835,2.8440684209767393,5.636731444729131,-4.204262208526578
1 days 07:20:00,5919.385016608891,679.8491697475637,3535.9774036804056,2.1492771931808843,5.588896188488883,-4.6560790602497
1 days 07:21:40,6098.462970855405,1233.5549984583904,3050.084286580136,1.4286883925676963,5.474167662374697,-5.052066787359701
1 days 07:23:20,6204.550832178696,1772.4964768578918,2527.585793092028,0.6909354825626237,5.293908201559774,-5.387454387516828
1 days 07:25:00,6236.3734645018985,2290.222106443593,1974.7500560715168,-0.05513040743435176,5.050271568364271,-5.658197204190532
1 days 07:26:40,6193.547248685595,2780.533610575558,1398.2120095530781,-0.8005464194584531,4.74618047034474,-5.8610291350909565
1 days 07:28:20,6076.5856863972185,3237.5628541851206,804.8914482545928,-1.5363516329980476,4.385292110579702,-5.993507059277319
1 days 07:30:00,5886.893834741211,3655.8416485864145,201.9108766534893,-2.253697145162545,3.971955067415513,-6.05404293138767
1 days 07:31:40,5626.751006658822,4030.3696725135164,-403.49307330183916,-2.943960098895124,3.5111541361229,-6.041925263835019
1 days 07:33:20,5299.283409674225,4356.673731928564,-1004.0558945640256,-3.5988502444729646,3.008448554958823,-5.957327745152306
1 days 07:35:00,4908.4246892133,4630.862835366616,-1592.5755759835229,-4.210516175629938,2.4698994565986183,-5.801305547909987
1 days 07:36:40,4458.868269854883,4849.6735787951675,-2161.998134684058,-4.771640577042258,1.9019937630333257,-5.57577962472211
1 days 07:38:20,3956.008073053829,5010.509410599757,-2705.5047564590923,-5.27553119571833,1.3115596277346597,-5.283508411774757
1 days 07:40:00,3405.873493991898,5111.469848424865,-3216.591899754377,-5.716198409084518,0.705681885383149,-4.928049741949383
1 days 07:41:40,2815.0539233948152,5151.372164120347,-3689.1505725501997,-6.08842556551723,0.09161186590428005,-4.513711164415039
1 days 07:43:20,2190.6203190656674,5129.763369246069,-4117.536921390026,-6.387825070097594,-0.5233193885513613,-4.045493646866184
1 days 07:45:00,1540.0379524289347,5046.923815277167,-4496.639844242483,-6.610885590978539,-1.1317908664063403,-3.5290254755422383
1 days 07:46:40,871.0790068932312,4903.862052851124,-4821.938935798046,-6.755005720355061,-1.7265753064151284,-2.97049298618663
1 days 07:48:20,191.72819356326121,4702.300932176625,-5089.557690319024,-6.818518243672944,-2.300623812228736,-2.3765634368763195
1 days 07:50:00,-489.90924026694984,4444.656337967233,-5296.3067158328395,-6.800702685695896,-2.8471429234134824,-1.7543077468662636
1 days 07:51:40,-1165.7046106458547,4134.007130154437,-5439.720798541543,-6.7017885706727105,-3.359671262977808,-1.111116941294043
1 days 07:53:20,-1827.598378948134,3774.0592912540883,-5518.086184942677,-6.522949185712225,-3.8321481595476143,-0.45462063264477803
1 days 07:55:00,-2467.6959962503893,3369.1014497451943,-5530.4605627852625,-6.266286142723246,-4.258981048337019,0.2073998246491858
1 days 07:56:40,-3078.3575330969916,2923.9562058248007,-5476.683807323623,-5.934806388389473,-4.635105008080629,0.8670948965971063
1 days 07:58:20,-3652.2887005639686,2443.9231487355837,-5357.3804215548125,-5.532389605604217,-4.956040333363778,1.5166352113630528
1 days 08:00:00,-4182.624286368662,1934.7192209709722,-5173.953470617199,-5.063749334726545,-5.217942500741627,2.1482959704189613
1 days 08:01:40,-4663.010789260725,1402.4114920493562,-4928.569421167619,-4.534383728842674,-5.417648930212841,2.754545292207382
1 days 08:03:20,-5087.681381450248,853.3474943498845,-4624.134651935735,-3.9505193326259835,-5.55271844469353,3.328129455006031
1 days 08:05:00,-5451.52514444971,294.0820485709805,-4264.2638502516,-3.3190467030778796,-5.621464697200087,3.8621573035352563
1 days 08:06:40,-5750.150909691099,-268.7011621042333,-3853.2385954836814,-2.64744482327736,-5.622982707162942,4.350185060638741
1 days 08:08:20,-5979.940980473534,-828.2668977566844,-3395.9598134411026,-1.9437005843966229,-5.557166739381019,4.786295018675701
1 days 08:10:00,-6138.098298929806,-1377.9106198786283,-2897.8899190706434,-1.2162157721619091,-5.4247193867061325,5.165173423559266
1 days 08:11:40,-6222.682446994815,-1911.0375835658472,-2364.9903634850148,-0.473710745140528,-5.2271509903708635,5.48217992309946
1 days 08:13:20,-6232.636685022203,-2421.244872814025,-1803.6493801820316,0.27488318343124535,-4.966767843872702,5.7334126213053045
1 days 08:15:00,-6167.80340421535,-2902.3982882022533,-1220.6070565255507,1.0205320395424469,-4.646650370138338,5.915762370825363
1 days 08:16:40,-6028.92861448309,-3348.7097612545426,-622.8718662435728,1.7542159328321985,-4.270618538998682,6.026958876778834
1 days 08:18:20,-5817.655068981421,-3754.807666121856,-17.636884859043473,2.467042736754023,-3.84318796709788,6.065604116025466
